OrderId,ProductId,ProductName,Quantity
o0b0931f70a16,p11-002,精華液,1
o0b59430a354c,p12-002,護唇油,1
o0b95909a3df3,p12-001,洗髮精,1
o0b97429a545b,p12-001,洗髮精,1
o0b97429a545b,p21-001,減法保養組,1
o0b568798fe33,p21-001,減法保養組,1
o0b568798fe33,p13-004,物理性防曬,1
o0b568798fe33,p11-002,精華液,1
o0b925497da70,p21-001,減法保養組,1
o0b925497da70,p11-002,精華液,1
o0b967051af9c,p12-002,護唇油,1
o0b4305993d25,p12-002,護唇油,1
o0b4366985b6e,p12-001,洗髮精,1
o0b8656798e14,p21-001,減法保養組,1
o0b8656798e14,p13-004,物理性防曬,1
o0b53215349db,p13-003,洗面乳,1
o0b53215349db,p11-002,精華液,2
o0b329469726c,p12-002,護唇油,2
o0b0021734557,p13-004,物理性防曬,1
o0b2085740741,p13-002,沐浴露,1
o0b6928457578,p21-001,減法保養組,1
o0b6928457578,p11-002,精華液,1
o0ba4e247574e,p13-003,洗面乳,1
o0ba4e247574e,p12-001,洗髮精,1
o0ba4115ec860,p13-003,洗面乳,2
o0ba072473b26,p21-001,減法保養組,1
o0bad2d478e9c,p11-002,精華液,1
o0bad4947814a,p11-002,精華液,1
o0bb71f3c7188,p12-002,護唇油,1
o0bb79a1d5bd0,p21-001,減法保養組,1
o0bb3663f405f,p11-002,精華液,1
o0bb3663f405f,p13-006,護髮精華,1
o0bbaf2211d8c,p11-001,精華油,2
o0bbc4f1c5a85,p12-001,洗髮精,1
o0bc9ec214de8,p13-004,物理性防曬,2
o0bc6075f354e,p13-003,洗面乳,2
o0bc6075f354e,p21-001,減法保養組,1
o0bc6075f354e,p13-004,物理性防曬,1
o0bc6075f354e,p12-002,護唇油,1
o0bcde57b9ee3,p12-002,護唇油,1
o0bceb772f647,p11-002,精華液,3
o0bd5d97ba1b1,p13-002,沐浴露,1
o0bd5d97ba1b1,p12-002,護唇油,1
o0bd14a02f197,p11-001,精華油,1
o0bd36a2184e2,p13-002,沐浴露,1
o0bda28a796d2,p21-001,減法保養組,1
o0bda28a796d2,p13-004,物理性防曬,1
o0bdcbca7a4fb,p21-001,減法保養組,1
o0bdcbca7a4fb,p13-004,物理性防曬,1
o0bdd5d1d3c42,p11-001,精華油,2
o0bdd941d41f8,p11-001,精華油,1
o0bdda9a7a7ba,p12-002,護唇油,1
o0bdddc880437,p13-002,沐浴露,1
o0bdddc880437,p13-004,物理性防曬,1
o0bde01a7a8e3,p21-001,減法保養組,1
o0bdecba7ac0e,p12-002,護唇油,1
o0bdef9a7ace6,p21-001,減法保養組,1
o0bdef9a7ace6,p11-002,精華液,1
o0bdf2e9db82a,p12-001,洗髮精,1
o0be2dca7bf45,p13-003,洗面乳,1
o0be29ca7b939,p12-002,護唇油,1
o0be107a7b569,p13-002,沐浴露,1
o0be107a7b569,p12-002,護唇油,1
o0be462a7c640,p13-002,沐浴露,1
o0be462a7c640,p13-003,洗面乳,1
o0be462a7c640,p12-001,洗髮精,1
o0bf0bb1f0acd,p13-004,物理性防曬,1
o0bf0bb1f0acd,p12-002,護唇油,1
o0bf5c8f52338,p11-002,精華液,1
o0bfc1a1f3118,p13-002,沐浴露,1
o0bfdd11f334b,p12-001,洗髮精,1
o0bfdd11f334b,p11-002,精華液,1
o0c0c73a7de9b,p12-002,護唇油,1
o0c0d067f0c66,p13-003,洗面乳,1
o0c0d717f1378,p11-002,精華液,1
o0c0dc4a80c60,p21-001,減法保養組,1
o0c0dc4a80c60,p11-002,精華液,1
o0c0df3a80a30,p12-001,洗髮精,1
o0c0df3a80a30,p13-004,物理性防曬,1
o0c0e25a7e6a9,p21-001,減法保養組,1
o0c1be6a83de9,p13-004,物理性防曬,1
o0c1be6a83de9,p11-002,精華液,1
o0c1c44a84462,p13-002,沐浴露,1
o0c1c44a84462,p11-002,精華液,1
o0c1c98817a75,p12-001,洗髮精,1
o0c1cc4a842c5,p11-001,精華油,1
o0c1d2d521d8d,p13-003,洗面乳,1
o0c1d2d521d8d,p21-001,減法保養組,1
o0c1d2d521d8d,p11-002,精華液,1
o0c1d3c521db7,p11-002,精華液,1
o0c1d8ea84bf7,p11-002,精華液,1
o0c1dfba8386c,p13-004,物理性防曬,1
o0c1fa381af7a,p11-002,精華液,1
o0c1fa381af7a,p12-002,護唇油,1
o0c2e7b9d57f9,p13-002,沐浴露,1
o0c2e7b9d57f9,p12-002,護唇油,1
o0c2ea39db5d4,p13-001,卸妝油,1
o0c2ea69d5897,p13-001,卸妝油,1
o0c2ea69d5897,p11-002,精華液,1
o0c3add9d889c,p11-002,精華液,2
o0c4cf9351096,p13-003,洗面乳,1
o0c4cf9351096,p11-001,精華油,1
o0c4cf9351096,p11-002,精華液,1
o0c5c0ba804d6,p12-002,護唇油,1
o0c5d37a80e2f,p12-002,護唇油,1
o0c5ef9a81641,p13-003,洗面乳,2
o0c6aeda840f1,p11-002,精華液,1
o0c6bd051a86e,p13-003,洗面乳,1
o0c6bd051a86e,p11-002,精華液,1
o0c6e4151b016,p11-002,精華液,1
o0c6f5da84df5,p21-001,減法保養組,1
o0c6f5da84df5,p13-004,物理性防曬,1
o0c6f5da84df5,p13-006,護髮精華,1
o0c7b5350e7be,p21-001,減法保養組,1
o0c7b5350e7be,p12-002,護唇油,2
o0c8a6897dd22,p11-002,精華液,2
o0c8a35539372,p11-002,精華液,1
o0c8c6153c8f7,p21-001,減法保養組,1
o0c8d0d549820,p12-001,洗髮精,1
o0c8d0d549820,p13-004,物理性防曬,1
o0c8d7d97d8e8,p21-001,減法保養組,1
o0c8dda97d99f,p12-002,護唇油,1
o0c9ba297eb41,p21-001,減法保養組,1
o0c9ba297eb41,p11-002,精華液,1
o0c9ba297eb41,p12-002,護唇油,1
o0c9ca897f0c3,p21-001,減法保養組,1
o0c9d073dce33,p12-001,洗髮精,1
o0c9e9181a5cb,p21-001,減法保養組,1
o0c06e27ddde8,p13-002,沐浴露,1
o0c06e27ddde8,p13-003,洗面乳,1
o0c06e27ddde8,p12-001,洗髮精,1
o0c06e27ddde8,p21-001,減法保養組,1
o0c06e27ddde8,p13-004,物理性防曬,1
o0c06e27ddde8,p11-002,精華液,1
o0c08c97dfc1a,p21-001,減法保養組,1
o0c08d535d9d0,p21-001,減法保養組,1
o0c14e4a802a3,p12-001,洗髮精,1
o0c14e4a802a3,p13-004,物理性防曬,1
o0c14e4a802a3,p13-006,護髮精華,1
o0c16af8062c4,p13-004,物理性防曬,1
o0c16af8062c4,p12-002,護唇油,1
o0c16f95209db,p11-002,精華液,1
o0c20efa85348,p21-001,減法保養組,1
o0c20efa85348,p13-004,物理性防曬,1
o0c20efa85348,p11-002,精華液,1
o0c23c0a8369f,p11-001,精華油,1
o0c23c0a8369f,p11-002,精華液,1
o0c25e4a8441c,p13-002,沐浴露,1
o0c48bd405825,p21-001,減法保養組,1
o0c57dca7f2fe,p13-001,卸妝油,1
o0c58d0a823bf,p12-001,洗髮精,1
o0c58d0a823bf,p11-002,精華液,1
o0c63d7a823a1,p21-001,減法保養組,1
o0c75d34fc97b,p13-003,洗面乳,2
o0c75d34fc97b,p21-001,減法保養組,1
o0c78c5a8c518,p13-001,卸妝油,1
o0c78c5a8c518,p13-002,沐浴露,1
o0c84e7a8f3b9,p13-001,卸妝油,1
o0c84e7a8f3b9,p11-002,精華液,1
o0c84e7a8f3b9,p13-006,護髮精華,1
o0c88b2537678,p13-002,沐浴露,2
o0c88b2537678,p12-001,洗髮精,1
o0c92ea40ccf3,p21-001,減法保養組,1
o0c93b855fa84,p12-001,洗髮精,1
o0c96ce5631c8,p13-002,沐浴露,1
o0c99fc97d72f,p13-004,物理性防曬,1
o0c99fc97d72f,p11-001,精華油,1
o0c092f7dffed,p11-001,精華油,1
o0c175b8069e2,p11-002,精華液,1
o0c184a520cef,p13-003,洗面乳,1
o0c184a520cef,p12-002,護唇油,1
o0c193d520e5a,p13-003,洗面乳,1
o0c193d520e5a,p11-002,精華液,1
o0c693ca840be,p13-004,物理性防曬,1
o0c693ca840be,p11-001,精華油,1
o0c819ca8e4f2,p13-002,沐浴露,2
o0c2563a8422c,p12-001,洗髮精,1
o0c2563a8422c,p12-002,護唇油,1
o0c3679a8f69e,p13-002,沐浴露,1
o0c3679a8f69e,p12-002,護唇油,1
o0c6365a84875,p12-002,護唇油,1
o0c6683a82f9e,p12-001,洗髮精,1
o0c8992a92784,p11-002,精華液,1
o0c01401f44b8,p21-001,減法保養組,1
o0c01401f44b8,p11-002,精華液,2
o0c15180fd4d7,p21-001,減法保養組,1
o0c971497d881,p21-001,減法保養組,1
o0c987197d8ee,p21-001,減法保養組,1
o0c987197d8ee,p11-002,精華液,1
o0c3011198c76,p11-001,精華油,1
o0c8573526d11,p21-001,減法保養組,1
o0c8573526d11,p13-004,物理性防曬,3
o0c8573526d11,p11-002,精華液,1
o0c231409441c,p11-002,精華液,1
o0c231409441c,p12-002,護唇油,1
o0c231409441c,p13-006,護髮精華,1
o0c1389802848,p12-002,護唇油,2
o0c2498094953,p13-002,沐浴露,2
o0ca1f3aa7f6e,p21-001,減法保養組,1
o0ca1f3aa7f6e,p13-004,物理性防曬,1
o0ca4f6aa95f8,p13-004,物理性防曬,2
o0ca4f6aa95f8,p12-002,護唇油,2
o0ca8eeaaad76,p11-002,精華液,1
o0ca41caa8f15,p13-003,洗面乳,1
o0ca41caa8f15,p13-004,物理性防曬,1
o0ca82b820fe4,p21-001,減法保養組,1
o0ca96b11861a,p11-002,精華液,1
o0ca61378040f,p12-002,護唇油,1
o0caa33aab56f,p11-002,精華液,1
o0caa54aab5b0,p11-002,精華液,1
o0cadadaacb9a,p13-001,卸妝油,1
o0ccab738d697,p13-004,物理性防曬,1
o0cd7a359f69b,p21-001,減法保養組,1
o0ce2aa56192f,p13-001,卸妝油,1
o0ce2aa56192f,p13-003,洗面乳,1
o0ce2aa56192f,p12-002,護唇油,1
o0cfb4255b67a,p21-001,減法保養組,1
o0cfbbff05986,p12-001,洗髮精,1
o0cfbbff05986,p13-006,護髮精華,1
o0cfedf7edf4c,p12-002,護唇油,1
o0cfff8f06356,p13-004,物理性防曬,1
o0cfff8f06356,p12-002,護唇油,1
o0cfff8f06356,p13-006,護髮精華,1
o0d0e4455f748,p13-001,卸妝油,1
o0d0e4455f748,p11-002,精華液,1
o0d1e92350eb5,p11-002,精華液,1
o0d2ed19414c8,p21-001,減法保養組,1
o0d2ed19414c8,p13-004,物理性防曬,1
o0d2ed19414c8,p12-002,護唇油,1
o0d2ef8161d3d,p21-001,減法保養組,1
o0d3e502a9018,p12-001,洗髮精,2
o0d4a927efa02,p12-002,護唇油,1
o0d5cf86b720a,p13-002,沐浴露,1
o0d5cf86b720a,p13-003,洗面乳,1
o0d5cf86b720a,p12-001,洗髮精,1
o0d5fe593f0f5,p13-002,沐浴露,1
o0d6a636de73f,p12-001,洗髮精,1
o0d6ab06ded29,p21-001,減法保養組,1
o0d6b536df5c1,p13-002,沐浴露,1
o0d6b536df5c1,p13-004,物理性防曬,2
o0d6e7ff55070,p12-001,洗髮精,2
o0d7e74954b28,p13-003,洗面乳,1
o0d7e74954b28,p21-001,減法保養組,1
o0d7e74954b28,p13-004,物理性防曬,1
o0d7e74954b28,p11-002,精華液,1
o0d7e74954b28,p12-002,護唇油,1
o0d9c761aa185,p13-005,眼部精華,1
o0d9cce1a9a57,p21-001,減法保養組,1
o0d9e541aaa79,p11-001,精華油,2
o0d9e661aac50,p13-003,洗面乳,1
o0d02b0153dbf,p11-001,精華油,1
o0d02b0153dbf,p11-002,精華液,1
o0d37c4410c5e,p11-001,精華油,1
o0d45cc7ef880,p13-003,洗面乳,2
o0d45cc7ef880,p12-002,護唇油,1
o0d62f46c9ea0,p12-001,洗髮精,1
o0d62f46c9ea0,p21-001,減法保養組,1
o0d62f46c9ea0,p13-006,護髮精華,1
o0d64e293fcdd,p13-001,卸妝油,1
o0d64e293fcdd,p12-001,洗髮精,1
o0d67b06db006,p13-003,洗面乳,1
o0d67b06db006,p11-002,精華液,1
o0d67b06db006,p12-002,護唇油,1
o0d81b995597c,p21-001,減法保養組,1
o0d97a41a95bb,p13-003,洗面乳,2
o0d150a7ee856,p12-002,護唇油,1
o0d150a7ee856,p13-006,護髮精華,1
o0d237a40d094,p13-003,洗面乳,1
o0d237a40d094,p21-001,減法保養組,1
o0d237a40d094,p13-006,護髮精華,1
o0d268e1cc562,p12-002,護唇油,2
o0d640b179881,p12-001,洗髮精,1
o0d640b179881,p13-004,物理性防曬,1
o0d640b179881,p11-001,精華油,1
o0d640b179881,p11-002,精華液,1
o0d747d1a2b32,p13-003,洗面乳,1
o0d747d1a2b32,p11-001,精華油,1
o0d768e1a303c,p13-004,物理性防曬,1
o0d847f95606f,p12-002,護唇油,1
o0d996a968af1,p11-001,精華油,1
o0d996a968af1,p11-002,精華液,1
o0d996a968af1,p12-002,護唇油,1
o0d8399a6f79e,p21-001,減法保養組,1
o0d8399a6f79e,p11-002,精華液,1
o0d35832a7036,p13-002,沐浴露,1
o0d35832a7036,p13-004,物理性防曬,1
o0d62236c8c10,p12-001,洗髮精,1
o0d68366dbf6b,p12-001,洗髮精,1
o0d77961a34ed,p21-001,減法保養組,1
o0d77961a34ed,p11-001,精華油,1
o0d78271a35c3,p12-002,護唇油,2
o0d78841a37cf,p11-002,精華液,1
o0d80991a4bc6,p12-002,護唇油,2
o0d95591a8eb9,p12-001,洗髮精,1
o0d95591a8eb9,p12-002,護唇油,2
o0d643093f178,p12-002,護唇油,3
o0d5829546b55,p12-001,洗髮精,2
o0d142378233f,p21-001,減法保養組,1
o0d142378233f,p13-004,物理性防曬,1
o0d142378233f,p13-005,眼部精華,1
o0d142378233f,p11-002,精華液,1
o0d142378233f,p12-002,護唇油,1
o0d142378233f,p13-006,護髮精華,2
o0d8872856393,p21-001,減法保養組,1
o0d8872856393,p11-002,精華液,1
o0da2c21ab7b3,p11-002,精華液,1
o0da17818817d,p13-001,卸妝油,4
o0daf5b965021,p12-001,洗髮精,1
o0daf5b965021,p11-002,精華液,1
o0db10b966950,p12-002,護唇油,1
o0dbb27968882,p11-002,精華液,2
o0dbfe663bbd9,p21-001,減法保養組,1
o0dc4518146f2,p13-001,卸妝油,2
o0dc4518146f2,p13-003,洗面乳,1
o0dcac112c17e,p13-003,洗面乳,1
o0dcac112c17e,p12-002,護唇油,1
o0dcc5812e12a,p13-001,卸妝油,1
o0dcc5812e12a,p13-002,沐浴露,1
o0dcc5812e12a,p12-001,洗髮精,1
o0dcc5812e12a,p12-002,護唇油,1
o0dd3e3feed5f,p11-001,精華油,1
o0dda14146f76,p11-001,精華油,1
o0dda14146f76,p11-002,精華液,1
o0de1f615c465,p13-004,物理性防曬,1
o0de62616ba56,p12-001,洗髮精,1
o0de84616e1d2,p13-004,物理性防曬,1
o0dea2316f93c,p13-001,卸妝油,1
o0dea2316f93c,p12-001,洗髮精,1
o0dea2316f93c,p13-004,物理性防曬,1
o0dea2316f93c,p11-001,精華油,1
o0dea2316f93c,p11-002,精華液,3
o0deaf716ffe2,p11-001,精華油,1
o0deaf716ffe2,p11-002,精華液,1
o0df2f918396a,p11-002,精華液,1
o0df7f21869ff,p11-002,精華液,2
o0df20b1834ac,p13-002,沐浴露,1
o0df20b1834ac,p11-002,精華液,1
o0df695185ff2,p13-004,物理性防曬,1
o0dfbe2193f4c,p12-001,洗髮精,1
o0dfbe2193f4c,p11-001,精華油,1
o0dfbe2193f4c,p11-002,精華液,1
o0dfde0196756,p12-001,洗髮精,1
o0dfde0196756,p11-002,精華液,1
o0dffc3869738,p21-001,減法保養組,1
o0e0fa61b0a5d,p12-001,洗髮精,1
o0e1b167ce014,p13-004,物理性防曬,2
o0e1fdc337052,p13-006,護髮精華,1
o0e2e8a1ef6e9,p13-003,洗面乳,1
o0e2e8a1ef6e9,p11-001,精華油,1
o0e3a0173ce38,p13-003,洗面乳,1
o0e3a0173ce38,p21-001,減法保養組,2
o0e3a0173ce38,p12-002,護唇油,1
o0e4a0b21ae59,p13-002,沐浴露,1
o0e4a0b21ae59,p12-002,護唇油,1
o0e4a4e820c31,p21-001,減法保養組,1
o0e4a4e820c31,p13-004,物理性防曬,1
o0e4a4e820c31,p11-002,精華液,1
o0e4d2c5608b5,p13-002,沐浴露,2
o0e5de5862284,p12-002,護唇油,1
o0e6a7223faf9,p12-001,洗髮精,1
o0e6ca6240b76,p11-001,精華油,1
o0e6ca6240b76,p11-002,精華液,1
o0e7a63a7def4,p13-002,沐浴露,1
o0e7a63a7def4,p12-001,洗髮精,1
o0e7a63a7def4,p13-004,物理性防曬,1
o0e7a63a7def4,p13-005,眼部精華,1
o0e7adaa7e049,p12-002,護唇油,2
o0e7c4ea7e756,p13-003,洗面乳,1
o0e7c4ea7e756,p12-002,護唇油,1
o0e7edda7f0a8,p11-002,精華液,1
o0e7edda7f0a8,p12-002,護唇油,1
o0e8aa8a82abc,p13-004,物理性防曬,1
o0e8aa8a82abc,p12-002,護唇油,1
o0e8aa8a82abc,p13-006,護髮精華,1
o0e8cc4a832de,p12-002,護唇油,1
o0e8dabf83e50,p13-004,物理性防曬,1
o0e8dabf83e50,p12-002,護唇油,1
o0e8f85f84c06,p13-002,沐浴露,1
o0e9a3b6ef597,p13-003,洗面乳,1
o0e9a3b6ef597,p11-002,精華液,1
o0e9be1f96094,p13-002,沐浴露,1
o0e9db3f96b0d,p21-001,減法保養組,1
o0e05ca19c631,p12-001,洗髮精,1
o0e05ca19c631,p11-001,精華油,1
o0e05ca19c631,p11-002,精華液,2
o0e12b232ed32,p21-001,減法保養組,1
o0e12b232ed32,p11-002,精華液,2
o0e14ca32f16a,p11-002,精華液,2
o0e33fd200bc2,p12-001,洗髮精,2
o0e38ae7ceb6e,p13-004,物理性防曬,1
o0e38ae7ceb6e,p12-002,護唇油,1
o0e38ae7ceb6e,p13-006,護髮精華,1
o0e50b722ac2a,p13-001,卸妝油,1
o0e50b722ac2a,p13-003,洗面乳,1
o0e50b722ac2a,p11-002,精華液,1
o0e54d722c8ec,p11-002,精華液,1
o0e66d5646553,p21-001,減法保養組,1
o0e66d5646553,p11-002,精華液,1
o0e85eaa812e6,p13-002,沐浴露,1
o0e90afa8378d,p13-002,沐浴露,1
o0e93bfa84acf,p11-002,精華液,2
o0e049f19bcf5,p12-001,洗髮精,1
o0e148c1c20f3,p11-001,精華油,1
o0e148c1c20f3,p11-002,精華液,1
o0e192a1c5883,p11-002,精華液,1
o0e195e7cdfb6,p12-002,護唇油,1
o0e279a1ea9d4,p11-002,精華液,1
o0e357e201da2,p11-001,精華油,1
o0e357e201da2,p11-002,精華液,1
o0e360f1fe5f3,p11-002,精華液,3
o0e530d22bd77,p21-001,減法保養組,1
o0e847aa80eed,p12-001,洗髮精,1
o0e867ca81752,p13-003,洗面乳,1
