CustomerId,FirstTransactionDate,FirstChannel,FirstTransactionYear
c3c0c92ce18d7,2021/01/02,新竹巨城門市,2021
c83d7630dce0f,2021/01/02,新竹巨城門市,2021
cab26b10dbf4a,2021/01/02,新竹巨城門市,2021
c4eb482693261,2021/01/03,台中勤美門市,2021
ca72a480f3277,2021/01/03,台中勤美門市,2021
cfcd7500eca5c,2021/01/03,台中勤美門市,2021
cfcdc450f2853,2021/01/03,台中勤美門市,2021
c96e4aa0efa71,2021/01/03,台北京站門市,2021
c552bf20ed3ce,2021/01/03,台北京站門市,2021
ccecdf50f0551,2021/01/03,台北京站門市,2021
c92092a0f3be1,2021/01/03,台北信義門市,2021
ca72b440f426f,2021/01/03,台北信義門市,2021
cc095080f3eb9,2021/01/03,台北信義門市,2021
c9365720ee196,2021/01/03,台北南西門市,2021
cc094fd0f14c8,2021/01/03,台北南西門市,2021
cd820dc0f1af9,2021/01/03,台北統一門市,2021
c8e241b0e85a8,2021/01/03,官網,2021
c8e24310eb081,2021/01/03,官網,2021
c9a063d0e2795,2021/01/03,官網,2021
c9a066f0f3cce,2021/01/03,官網,2021
c67b7ace8fb58,2021/01/03,官網,2021
c83d7a40ea4a0,2021/01/03,官網,2021
c83d7a70ebd0c,2021/01/03,官網,2021
c85a0e10e1df0,2021/01/03,官網,2021
c85a0e70e3204,2021/01/03,官網,2021
c85a11f0efa6d,2021/01/03,官網,2021
c85a12f0f587e,2021/01/03,官網,2021
c85e8830f5a81,2021/01/03,官網,2021
c88bb3d0edf26,2021/01/03,官網,2021
c96e4740e1c8a,2021/01/03,官網,2021
c625d35008694,2021/01/03,官網,2021
c9208ea0e9d6b,2021/01/03,官網,2021
c9208ed0e8ba3,2021/01/03,官網,2021
c93655f0ead9f,2021/01/03,官網,2021
c326615fb0a3b,2021/01/03,官網,2021
ca7c0540f2b47,2021/01/03,官網,2021
ca7c0730e98c2,2021/01/03,官網,2021
ca7c0910ecbf0,2021/01/03,官網,2021
ca10dcc0e9568,2021/01/03,官網,2021
ca10dcf0e3900,2021/01/03,官網,2021
ca10e080f2f3f,2021/01/03,官網,2021
cc0950f0f6310,2021/01/03,官網,2021
ccfd8070ec989,2021/01/03,官網,2021
ce1a968cd9ab5,2021/01/03,官網,2021
ce8f4ba0eac2c,2021/01/03,官網,2021
ce8f4cd0ef1ce,2021/01/03,官網,2021
ce8f4d70f0945,2021/01/03,官網,2021
cebc9cb0e703f,2021/01/03,官網,2021
cf89cd80f1674,2021/01/03,官網,2021
cf89cdb0edee9,2021/01/03,官網,2021
cf4432f0e15e0,2021/01/03,官網,2021
cf5525d0f4e06,2021/01/03,官網,2021
cf443410e7832,2021/01/03,官網,2021
cf443430ebe13,2021/01/03,官網,2021
cf443630ee475,2021/01/03,官網,2021
cf443880f4b0f,2021/01/03,官網,2021
c9a06860f3766,2021/01/03,新竹巨城門市,2021
c3c64ef0ef6f5,2021/01/03,高雄巨蛋門市,2021
ca7c094101dd2,2021/01/04,台中勤美門市,2021
c85a16e102ffe,2021/01/04,台北京站門市,2021
c85a18a1063ad,2021/01/04,台北京站門市,2021
c85e8ab104a6c,2021/01/04,台北京站門市,2021
c9365ef10750f,2021/01/04,台北京站門市,2021
ca10da8107539,2021/01/04,台北京站門市,2021
ca10db6108cbd,2021/01/04,台北京站門市,2021
ca10e44101bfa,2021/01/04,台北京站門市,2021
cc09548103a69,2021/01/04,台北京站門市,2021
ccfd8ee1070f6,2021/01/04,台北京站門市,2021
cd8278e103d1f,2021/01/04,台北京站門市,2021
cebca74105e26,2021/01/04,台北京站門市,2021
ccfd8dd108bb8,2021/01/04,台北信義門市,2021
cf552a3107edb,2021/01/04,台北信義門市,2021
c83d81f104407,2021/01/04,台北南西門市,2021
c9365c7100a63,2021/01/04,台北南西門市,2021
ccece4c105f2e,2021/01/04,台北南西門市,2021
ca10d92103ad0,2021/01/04,台北統一門市,2021
ccfd8b2105f1c,2021/01/04,台北統一門市,2021
c6d65ccf6721e,2021/01/04,官網,2021
c9a06c1102285,2021/01/04,官網,2021
c83d7df0f7fda,2021/01/04,官網,2021
c83d7f70fe8e7,2021/01/04,官網,2021
c85e87410061a,2021/01/04,官網,2021
c96e52c108b2b,2021/01/04,官網,2021
c967fd8105915,2021/01/04,官網,2021
c967fe21034cd,2021/01/04,官網,2021
c967fff109d1e,2021/01/04,官網,2021
c1477c00615f8,2021/01/04,官網,2021
c9475380a9232,2021/01/04,官網,2021
c920973102769,2021/01/04,官網,2021
ca10da71071f4,2021/01/04,官網,2021
ca10e260fe279,2021/01/04,官網,2021
ca10e08100059,2021/01/04,官網,2021
cab26d910a9f9,2021/01/04,官網,2021
ccfd871109a76,2021/01/04,官網,2021
ccfd8621073d6,2021/01/04,官網,2021
cd10b891000ff,2021/01/04,官網,2021
cd10ba5101ae0,2021/01/04,官網,2021
ce8f5040f8364,2021/01/04,官網,2021
ce8f541107cd4,2021/01/04,官網,2021
cf443e6109905,2021/01/04,官網,2021
cfeead81064a7,2021/01/04,官網,2021
c951865fd6692,2021/01/04,新竹巨城門市,2021
cf3a16a102d82,2021/01/04,新竹巨城門市,2021
c967fe11068fe,2021/01/04,高雄巨蛋門市,2021
ca734be10869e,2021/01/04,高雄巨蛋門市,2021
c53f601cd34a3,2021/01/05,台中勤美門市,2021
c55463a11c176,2021/01/05,台中勤美門市,2021
cd61f2b11a1b9,2021/01/05,台中勤美門市,2021
cd832b81185c3,2021/01/05,台中勤美門市,2021
cd61950108efe,2021/01/05,台中勤美門市,2021
cfcf2d511cf94,2021/01/05,台中勤美門市,2021
c85e8b6119b5f,2021/01/05,台北京站門市,2021
c85e92011c282,2021/01/05,台北京站門市,2021
c96e57011cefe,2021/01/05,台北京站門市,2021
cab26e611d404,2021/01/05,台北京站門市,2021
cceceae116b3b,2021/01/05,台北京站門市,2021
ccecec71177b4,2021/01/05,台北京站門市,2021
cebca76108fd3,2021/01/05,台北京站門市,2021
cf1fe8a692ae8,2021/01/05,台北京站門市,2021
c8e2400118727,2021/01/05,台北信義門市,2021
ca73b4511a21f,2021/01/05,台北信義門市,2021
cab26da117e0e,2021/01/05,台北信義門市,2021
cf552aa10911b,2021/01/05,台北信義門市,2021
c9209ea117801,2021/01/05,台北南西門市,2021
cb1aebd11e655,2021/01/05,台北南西門市,2021
ccfd8a8119cd3,2021/01/05,台北南西門市,2021
c93667e11dd37,2021/01/05,台北統一門市,2021
ca7c06e11b5dd,2021/01/05,台北統一門市,2021
cf2cd0e693b33,2021/01/05,台北統一門市,2021
c0c2dcdf59435,2021/01/05,官網,2021
c9a072311ba9a,2021/01/05,官網,2021
c85a1c7117fd0,2021/01/05,官網,2021
c85a1d311c45b,2021/01/05,官網,2021
c96e56d11975d,2021/01/05,官網,2021
c96e49611b7e0,2021/01/05,官網,2021
c9209ae115a6c,2021/01/05,官網,2021
c93664b1169bf,2021/01/05,官網,2021
c951862fd5daf,2021/01/05,官網,2021
cab27af11ac70,2021/01/05,官網,2021
cab27d111c1d0,2021/01/05,官網,2021
cb1ae9d11f6ee,2021/01/05,官網,2021
cb1aea911905f,2021/01/05,官網,2021
cc094950dcbc4,2021/01/05,官網,2021
ccece6e10c828,2021/01/05,官網,2021
cd10c1311f648,2021/01/05,官網,2021
cd82308695703,2021/01/05,官網,2021
ce8f592119e24,2021/01/05,官網,2021
cebcace11c371,2021/01/05,官網,2021
cebcb0a11f875,2021/01/05,官網,2021
cf04cd6e67d93,2021/01/05,官網,2021
cf89d8d114b86,2021/01/05,官網,2021
cfeea390e9d39,2021/01/05,官網,2021
cfeeb1e118eb1,2021/01/05,官網,2021
cfeeb3d11cadd,2021/01/05,官網,2021
c8e25151161f7,2021/01/05,新竹巨城門市,2021
c967fdc11bf71,2021/01/05,新竹巨城門市,2021
c96803211969a,2021/01/05,新竹巨城門市,2021
cc095a91162ec,2021/01/05,新竹巨城門市,2021
ccecebd11be55,2021/01/05,新竹巨城門市,2021
ccfd8fc11aa5f,2021/01/05,新竹巨城門市,2021
c647b63cb9d1c,2021/01/05,高雄巨蛋門市,2021
cd61d09118643,2021/01/05,高雄巨蛋門市,2021
ce8f5b211e452,2021/01/05,高雄巨蛋門市,2021
cf552ee11817e,2021/01/05,高雄巨蛋門市,2021
c90ddf3131a19,2021/01/06,台中勤美門市,2021
c55488b11df02,2021/01/06,台中勤美門市,2021
c83d8e712fa08,2021/01/06,台北京站門市,2021
c5548c811e75b,2021/01/06,台北京站門市,2021
cebcb45132b0e,2021/01/06,台北京站門市,2021
cf5534312eddf,2021/01/06,台北京站門市,2021
c90d97612bffd,2021/01/06,台北信義門市,2021
ce8f6521321d4,2021/01/06,台北信義門市,2021
c96e51d107a55,2021/01/06,台北南西門市,2021
c9366d5130c5f,2021/01/06,台北南西門市,2021
cc0961412c4a0,2021/01/06,台北南西門市,2021
c3c0d2ece18db,2021/01/06,台北統一門市,2021
ca7c086131f07,2021/01/06,台北統一門市,2021
c8e24af134177,2021/01/06,官網,2021
c8e251f123618,2021/01/06,官網,2021
c9a07bc131edf,2021/01/06,官網,2021
c9a076011b948,2021/01/06,官網,2021
c9f36d5f58bc4,2021/01/06,官網,2021
c83d8da12b461,2021/01/06,官網,2021
c85e8c81328bd,2021/01/06,官網,2021
c96e4d512ae83,2021/01/06,官網,2021
c96e60a135684,2021/01/06,官網,2021
c96818e1343ee,2021/01/06,官網,2021
ca10d9c130cb9,2021/01/06,官網,2021
ca10d98130aa5,2021/01/06,官網,2021
cb1adae0e6340,2021/01/06,官網,2021
cc095e012ce76,2021/01/06,官網,2021
cc095e912948a,2021/01/06,官網,2021
ccecde6121264,2021/01/06,官網,2021
ccecee112594f,2021/01/06,官網,2021
ccecee2123904,2021/01/06,官網,2021
ccecf1312c816,2021/01/06,官網,2021
ccecf04128baa,2021/01/06,官網,2021
ccfd95012a0a5,2021/01/06,官網,2021
ccfd9901304cc,2021/01/06,官網,2021
ce8f6001292e0,2021/01/06,官網,2021
ce800a80896d4,2021/01/06,官網,2021
cebcafa126bc7,2021/01/06,官網,2021
cebcb431324f1,2021/01/06,官網,2021
cec0114f818bd,2021/01/06,官網,2021
cf3a0fe12bed7,2021/01/06,官網,2021
cf444ab132a28,2021/01/06,官網,2021
cf44479130a78,2021/01/06,官網,2021
cfeeb4b1209a2,2021/01/06,官網,2021
c85e88b12c45e,2021/01/06,新竹巨城門市,2021
cf3a0d41308e0,2021/01/06,新竹巨城門市,2021
cfeeba512e5f4,2021/01/06,新竹巨城門市,2021
c86fb4a142140,2021/01/07,台中勤美門市,2021
cade4f8ce2fee,2021/01/07,台中勤美門市,2021
cbc047014651a,2021/01/07,台中勤美門市,2021
c90e9fe148958,2021/01/07,台北信義門市,2021
c809afd143cd6,2021/01/07,台北信義門市,2021
c8701de148958,2021/01/07,台北信義門市,2021
c53edeecd3235,2021/01/07,台北南西門市,2021
c879d68141cd7,2021/01/07,台北統一門市,2021
c4e6f7d14746c,2021/01/07,官網,2021
c5da7ef1490ad,2021/01/07,官網,2021
c8e250313fe0b,2021/01/07,官網,2021
c9a080313dbbf,2021/01/07,官網,2021
c9efc0204c502,2021/01/07,官網,2021
c02a93d148f66,2021/01/07,官網,2021
c02a935146929,2021/01/07,官網,2021
c04ba4b1476f7,2021/01/07,官網,2021
c65a34f145d59,2021/01/07,官網,2021
c65a362149f13,2021/01/07,官網,2021
c73b865144648,2021/01/07,官網,2021
c85a2a5135ce5,2021/01/07,官網,2021
c96e54b137a57,2021/01/07,官網,2021
c196f11095d4a,2021/01/07,官網,2021
c540a35f37342,2021/01/07,官網,2021
c809b10146dc0,2021/01/07,官網,2021
c809b241496b8,2021/01/07,官網,2021
c879d781456ee,2021/01/07,官網,2021
c3011f9142743,2021/01/07,官網,2021
c9366fb13f04c,2021/01/07,官網,2021
c9680c2131678,2021/01/07,官網,2021
ca10dec114e3e,2021/01/07,官網,2021
cb836f6142229,2021/01/07,官網,2021
cb836f8142492,2021/01/07,官網,2021
cb83729148ea6,2021/01/07,官網,2021
cce5aec140c4d,2021/01/07,官網,2021
cda849205851c,2021/01/07,官網,2021
cebcba513b625,2021/01/07,官網,2021
cfeebeb140095,2021/01/07,官網,2021
c5da7ce143fc2,2021/01/07,高雄巨蛋門市,2021
c8709b715c9aa,2021/01/08,台中勤美門市,2021
cbc0a36158559,2021/01/08,台中勤美門市,2021
cc7965015a0e0,2021/01/08,台北京站門市,2021
cc7965815b51e,2021/01/08,台北京站門市,2021
cd67adb68f2e4,2021/01/08,台北京站門市,2021
ce15d8e15ba48,2021/01/08,台北京站門市,2021
c87063d158c9e,2021/01/08,台北信義門市,2021
c87096615c38a,2021/01/08,台北統一門市,2021
c1b9f7c15c008,2021/01/08,官網,2021
c2ab624002a69,2021/01/08,官網,2021
c2b98b7159302,2021/01/08,官網,2021
c4e6f9a14b094,2021/01/08,官網,2021
c5b564815f948,2021/01/08,官網,2021
c9b9475156292,2021/01/08,官網,2021
c9fcf7215d0d2,2021/01/08,官網,2021
c02a95414b9ff,2021/01/08,官網,2021
c54b0b215c5d1,2021/01/08,官網,2021
c54b098157d27,2021/01/08,官網,2021
c70b8be14b351,2021/01/08,官網,2021
c879da514b1ce,2021/01/08,官網,2021
c879dbc14f506,2021/01/08,官網,2021
c879dc3153b31,2021/01/08,官網,2021
c6235b91571f3,2021/01/08,官網,2021
c30124d1509f2,2021/01/08,官網,2021
c79093c15d0b0,2021/01/08,官網,2021
c551018f5c979,2021/01/08,官網,2021
c13884715b814,2021/01/08,官網,2021
c20238415dbbd,2021/01/08,官網,2021
cc4ba8e157a1a,2021/01/08,官網,2021
cc4ba761554f5,2021/01/08,官網,2021
cce5aef15494d,2021/01/08,官網,2021
cd40f9d1558b5,2021/01/08,官網,2021
cd40fbc159ff1,2021/01/08,官網,2021
cd1120714b8d7,2021/01/08,官網,2021
cefc7e41543f2,2021/01/08,官網,2021
cf5534a133cbf,2021/01/08,官網,2021
c153c1215ac13,2021/01/08,新竹巨城門市,2021
c863cbe159d96,2021/01/08,新竹巨城門市,2021
c06aed416c5d0,2021/01/09,台中勤美門市,2021
c7164cec404dd,2021/01/09,台中勤美門市,2021
c32f704dd698d,2021/01/09,台北京站門市,2021
c62363216b5f5,2021/01/09,台北京站門市,2021
cd2ab7e16ca65,2021/01/09,台北京站門市,2021
c7bd35a159676,2021/01/09,台北信義門市,2021
c7fe45515a501,2021/01/09,台北信義門市,2021
c90f5a016bd84,2021/01/09,台北信義門市,2021
c90f6c816cd24,2021/01/09,台北信義門市,2021
cbc173616f5d1,2021/01/09,台北信義門市,2021
ce1651016e1b5,2021/01/09,台北信義門市,2021
c9fcfd816eae1,2021/01/09,台北南西門市,2021
c06ada616a4c5,2021/01/09,台北統一門市,2021
c1df8cd171870,2021/01/09,官網,2021
c7cad8617496e,2021/01/09,官網,2021
c7fe4bf16afdf,2021/01/09,官網,2021
c9b94ed169f53,2021/01/09,官網,2021
c9fcf8f163164,2021/01/09,官網,2021
c04df02004053,2021/01/09,官網,2021
c09b476faec13,2021/01/09,官網,2021
c486bec16cd46,2021/01/09,官網,2021
c863cf116053a,2021/01/09,官網,2021
c1388d6172fa1,2021/01/09,官網,2021
c2023b216a1e0,2021/01/09,官網,2021
c2023d616e45a,2021/01/09,官網,2021
c7909b6172141,2021/01/09,官網,2021
c7909be1743e2,2021/01/09,官網,2021
c1388871749a1,2021/01/09,官網,2021
c623615162451,2021/01/09,官網,2021
cace67a16a195,2021/01/09,官網,2021
cace69f16eee3,2021/01/09,官網,2021
cc796d2171ad3,2021/01/09,官網,2021
ccfd8ba106c18,2021/01/09,官網,2021
cd4104316f2a4,2021/01/09,官網,2021
cdc881216bac4,2021/01/09,官網,2021
cdfffe016978b,2021/01/09,官網,2021
ce8f6ad13bfa4,2021/01/09,官網,2021
ce0004c173fbe,2021/01/09,官網,2021
cebcb6c138c44,2021/01/09,官網,2021
c7bd3dc16e8ca,2021/01/09,新竹巨城門市,2021
c54b11e16e629,2021/01/09,新竹巨城門市,2021
c153c8616b966,2021/01/09,新竹巨城門市,2021
c06b36216ff65,2021/01/09,高雄巨蛋門市,2021
c7fe55c185c85,2021/01/10,台北京站門市,2021
c1388e51834d1,2021/01/10,台北京站門市,2021
c0df2091834ab,2021/01/10,台北信義門市,2021
c5b57461867ca,2021/01/10,台北信義門市,2021
c01abc3186560,2021/01/10,台北信義門市,2021
c9103fa1834ab,2021/01/10,台北信義門市,2021
c9fd06d1827df,2021/01/10,台北南西門市,2021
c18e5221875b3,2021/01/10,台北南西門市,2021
c486c6d181258,2021/01/10,台北南西門市,2021
cace72218105c,2021/01/10,台北南西門市,2021
c06bc3a1830fc,2021/01/10,台北統一門市,2021
cd2ac0518163d,2021/01/10,台北統一門市,2021
ce16dfa1804ec,2021/01/10,台北統一門市,2021
c1df94b18201b,2021/01/10,官網,2021
c3f12ddf919a4,2021/01/10,官網,2021
c5b56f717d779,2021/01/10,官網,2021
c7bd42717de88,2021/01/10,官網,2021
c9fd04717eb53,2021/01/10,官網,2021
c60f2e718817c,2021/01/10,官網,2021
c153cd917bfaf,2021/01/10,官網,2021
c153d1a188b47,2021/01/10,官網,2021
c486bbb181949,2021/01/10,官網,2021
c6236bc1820ee,2021/01/10,官網,2021
c409273cc1dbf,2021/01/10,官網,2021
c138983188a3a,2021/01/10,官網,2021
cbc21adf7b2e3,2021/01/10,官網,2021
cc4bb2d177591,2021/01/10,官網,2021
cc4e0abfc67b0,2021/01/10,官網,2021
cd2abac181fd7,2021/01/10,官網,2021
cd2ac0e1846f6,2021/01/10,官網,2021
cd42ed018627f,2021/01/10,官網,2021
ce000a7182d8c,2021/01/10,官網,2021
ce000be184243,2021/01/10,官網,2021
ce0006017bb3c,2021/01/10,官網,2021
c7fe53d1807b8,2021/01/10,新竹巨城門市,2021
c790a0f17f412,2021/01/10,新竹巨城門市,2021
c20243b183319,2021/01/10,新竹巨城門市,2021
c138967187bc1,2021/01/10,新竹巨城門市,2021
c7fe615198c39,2021/01/11,台北京站門市,2021
c8c244568c5e3,2021/01/11,台北京站門市,2021
c0dffc8197ad5,2021/01/11,台北信義門市,2021
c3efd3d19984d,2021/01/11,台北信義門市,2021
c06afa9df50a4,2021/01/11,台北信義門市,2021
cc797d819b58f,2021/01/11,台北信義門市,2021
ce17c00193e21,2021/01/11,台北信義門市,2021
c7cae5d194ae6,2021/01/11,台北南西門市,2021
cc79800199901,2021/01/11,台北南西門市,2021
cd4134e19495a,2021/01/11,台北南西門市,2021
c06cffa19b655,2021/01/11,台北統一門市,2021
c91175b19ba9f,2021/01/11,台北統一門市,2021
cbc365719cade,2021/01/11,台北統一門市,2021
ce181911987c1,2021/01/11,台北統一門市,2021
c3efcde191163,2021/01/11,官網,2021
c5be6bf191aa7,2021/01/11,官網,2021
c7cae9119b73f,2021/01/11,官網,2021
c7cafc7196e58,2021/01/11,官網,2021
c7cafd819726b,2021/01/11,官網,2021
c7fe4b1195449,2021/01/11,官網,2021
c60f31f18cf86,2021/01/11,官網,2021
c60f31218aa68,2021/01/11,官網,2021
c60f36719b659,2021/01/11,官網,2021
c63e91f19d29f,2021/01/11,官網,2021
c97dfc719221b,2021/01/11,官網,2021
c99e6f7195a69,2021/01/11,官網,2021
c99e71c1993f3,2021/01/11,官網,2021
c99e72219927b,2021/01/11,官網,2021
c153d9c1956e0,2021/01/11,官網,2021
c153d94192c0e,2021/01/11,官網,2021
c153d27197873,2021/01/11,官網,2021
c1389bb194336,2021/01/11,官網,2021
c1389bd197a18,2021/01/11,官網,2021
cace7c51962d4,2021/01/11,官網,2021
cc797d91944ef,2021/01/11,官網,2021
cca854768e20f,2021/01/11,官網,2021
cd413721990a9,2021/01/11,官網,2021
c5be6dc196a72,2021/01/11,新竹巨城門市,2021
c7cae5a195654,2021/01/11,新竹巨城門市,2021
c7cae6d19658d,2021/01/11,新竹巨城門市,2021
c97dff21978c3,2021/01/11,新竹巨城門市,2021
cc797b8194a44,2021/01/11,新竹巨城門市,2021
cc797d619907b,2021/01/11,新竹巨城門市,2021
cd4136b197109,2021/01/11,新竹巨城門市,2021
c0e046819b9ea,2021/01/11,高雄巨蛋門市,2021
c4eadde6931fd,2021/01/12,台中勤美門市,2021
c872fdd1a97f4,2021/01/12,台中勤美門市,2021
ce191891b09dd,2021/01/12,台中勤美門市,2021
c3efd831ab895,2021/01/12,台北京站門市,2021
c5be7841abf69,2021/01/12,台北京站門市,2021
c7fe4a81a92f2,2021/01/12,台北京站門市,2021
c138a921ae6c9,2021/01/12,台北京站門市,2021
cc798621ab895,2021/01/12,台北京站門市,2021
cd413991ad1d0,2021/01/12,台北信義門市,2021
c7cb0ac1afe20,2021/01/12,台北南西門市,2021
c60f3dd1aa696,2021/01/12,台北南西門市,2021
c60f3ef1aaae4,2021/01/12,台北南西門市,2021
cd971a519ab39,2021/01/12,台北南西門市,2021
c911c8b1ac4a1,2021/01/12,台北統一門市,2021
c3efda21aa557,2021/01/12,官網,2021
c3efdae1aa945,2021/01/12,官網,2021
c3efdd41b1fc5,2021/01/12,官網,2021
c3efe041b2e1f,2021/01/12,官網,2021
c5be7a61b0a09,2021/01/12,官網,2021
c5be7ed1b3fe1,2021/01/12,官網,2021
c5be7941b1b3b,2021/01/12,官網,2021
c7cae8b1945b5,2021/01/12,官網,2021
c7caf2c1b04d2,2021/01/12,官網,2021
c7caf801b1544,2021/01/12,官網,2021
c7fe6891b22f2,2021/01/12,官網,2021
c9fcfbb19ee76,2021/01/12,官網,2021
c9fd0f71aea40,2021/01/12,官網,2021
c9fd1b81ac9bd,2021/01/12,官網,2021
c9fd19e1b0da6,2021/01/12,官網,2021
c60f3c61a70b2,2021/01/12,官網,2021
c60f3fb1ad53e,2021/01/12,官網,2021
c65a35c147fb2,2021/01/12,官網,2021
c97dfef1b3332,2021/01/12,官網,2021
c97e0931add43,2021/01/12,官網,2021
c99e7d11aee36,2021/01/12,官網,2021
c99e8071b3187,2021/01/12,官網,2021
c99e8141b2d15,2021/01/12,官網,2021
c138a8d1af198,2021/01/12,官網,2021
c138a681aa6b8,2021/01/12,官網,2021
c138ab31b265e,2021/01/12,官網,2021
c153e5f1b25c2,2021/01/12,官網,2021
c153e681a7cfd,2021/01/12,官網,2021
c153e741b1077,2021/01/12,官網,2021
c3631d7f596af,2021/01/12,官網,2021
c16207c08d77b,2021/01/12,官網,2021
ca10dbe0e24bf,2021/01/12,官網,2021
cc796db16f189,2021/01/12,官網,2021
