OrderId,CustomerId,TransactionDate,Channel,TransactionYear
od811480c7bad,cf4358b0c73a9,2021/01/01,台北南西門市,2021
of97ccf0c8edc,c4ed08a693434,2021/01/01,官網,2021
of964110c2868,c0084830c26e3,2021/01/01,官網,2021
ofb92f60c8f14,c49639b0c8ccc,2021/01/01,官網,2021
ofb98010c9f05,c3482760c9f04,2021/01/01,官網,2021
ofbdd1e0cbe53,c3db3770cbe53,2021/01/01,官網,2021
ofcc6c80c3555,cd44470fcbe1b,2021/01/01,台北京站門市,2021
ofcc6f60c38dc,c551b230c3867,2021/01/01,台中勤美門市,2021
ofccb260c7d67,c3cfa2a0c7b0a,2021/01/01,台北統一門市,2021
ofccc1b0c8d8c,cf8783b0c853a,2021/01/01,台北統一門市,2021
o2a1b1a0de744,c45d7c8035e9e,2021/01/02,官網,2021
o2a23ed0dffed,cc094ad0dffed,2021/01/02,官網,2021
o2a23290e034a,ccecdb30dfe3d,2021/01/02,官網,2021
o2a24430e0ba9,c9365440e0ba8,2021/01/02,官網,2021
o2e27bf0d575f,cacdc2c0d5618,2021/01/02,官網,2021
o2e33150d7834,cf878600d75fa,2021/01/02,官網,2021
o3a92270da9bb,c1a34e20da922,2021/01/02,官網,2021
o3aa4760dfd5c,c8e24070dfd5b,2021/01/02,官網,2021
o3c5e110dd37d,c83d75d0dcf48,2021/01/02,台北京站門市,2021
o4b5dbe0ddda9,cf4430f0ddda9,2021/01/02,官網,2021
o4b9a6d0de0a6,c908ebdebb845,2021/01/02,官網,2021
o4b40390d6215,c3db3a30d5f90,2021/01/02,官網,2021
o4ba2770e12b2,c34857e04b61c,2021/01/02,官網,2021
o4d3fee0dee42,cab26c50dee41,2021/01/02,官網,2021
o4d25f00d79c5,cc688c50d70fb,2021/01/02,官網,2021
o4d41fe0df447,c146b05f75e78,2021/01/02,官網,2021
o4d41170de69b,cc210bce5f283,2021/01/02,官網,2021
o6e8b1c0d797b,c24887d0d797b,2021/01/02,官網,2021
o6e901f0d87fb,cd824710d87fa,2021/01/02,官網,2021
o6ea3a80de97b,c9208c70de71e,2021/01/02,官網,2021
o6ea3ea0dde9c,c46adbed13aa0,2021/01/02,官網,2021
o6ea6d50de9db,cab26be0ddd84,2021/01/02,官網,2021
o7c02030cd4c1,c5314f70cd4c1,2021/01/02,官網,2021
o28a3f30dd971,c93652a0dd970,2021/01/02,官網,2021
o28ac700e0847,ca7c0530db42e,2021/01/02,官網,2021
o28ad870e0144,cab26dd0e0144,2021/01/02,官網,2021
o55d6380d8dbf,ce76960fb2228,2021/01/02,官網,2021
o55fb780df2ae,cebc9c20df2ad,2021/01/02,官網,2021
o55fdec0df5ef,c83d7670df5ee,2021/01/02,官網,2021
o66f34d0d51fb,c24886b0d4daf,2021/01/02,官網,2021
o269dae0de29b,cb1ada30dded3,2021/01/02,官網,2021
o269ea20df778,ca10dad0df676,2021/01/02,官網,2021
o355eca0d824d,c6cfce80d824c,2021/01/02,官網,2021
o671cc10e01f5,ccecdb20e01f4,2021/01/02,官網,2021
o751fca0dd7fe,c85e8760dd6fd,2021/01/02,官網,2021
o753d700de155,c96e4570de155,2021/01/02,官網,2021
o938e370de117,c967fe10de116,2021/01/02,官網,2021
o3583ee0e03dd,c83d76e0e0233,2021/01/02,官網,2021
o3974f80d420c,cc688bb0d3b7f,2021/01/02,官網,2021
o5522a30d7786,cd824770d75de,2021/01/02,台北京站門市,2021
o5527e60de5b0,c9208c10de071,2021/01/02,台北京站門市,2021
o6712c60ddf77,ce8f4840dde7b,2021/01/02,官網,2021
o7542e20de03b,c85a0cd0de03a,2021/01/02,官網,2021
o55284c0df19d,cfeea130def8a,2021/01/02,台北南西門市,2021
o1015910dea6d,cf89c830de2b2,2021/01/02,官網,2021
o5523500d8aa5,c53149b0d8758,2021/01/02,台北京站門市,2021
o5525420daf0e,c3c0c92ce18d7,2021/01/02,新竹巨城門市,2021
o6704900df457,ccfd8100df36f,2021/01/02,官網,2021
oa68bd80e0f81,c3c2067ce1cd1,2021/01/02,官網,2021
oa71fab0dc1b9,cab26b10dbf4a,2021/01/02,新竹巨城門市,2021
oa127b70df81d,cfee9fc0df703,2021/01/02,官網,2021
oa159240e0d47,cee3059044394,2021/01/02,官網,2021
oa678030db42d,cc0948e0db42c,2021/01/02,官網,2021
oac402b0d7db0,c3cfa6c0d7bc4,2021/01/02,官網,2021
ob3f1fb0dded1,cf89c860ddd9e,2021/01/02,官網,2021
ob3f2a20de3a5,ccfd8060de3a4,2021/01/02,官網,2021
ob3f8f80e0afa,cebc9c20e0af9,2021/01/02,官網,2021
od5fe4f0d5e40,cf435d90d5a6d,2021/01/02,台北京站門市,2021
od602f40dc09c,c9208ba0dbd80,2021/01/02,台北南西門市,2021
od603a50dd064,c83d7630dce0f,2021/01/02,新竹巨城門市,2021
od6048d0de227,ca10d9d0dd50b,2021/01/02,台北京站門市,2021
od813650d55bb,c551eb00c733a,2021/01/02,台北信義門市,2021
odcebbe0cdf77,c2f4b56079c0e,2021/01/02,官網,2021
of9c26a0de09f,cebc9ba0ddf46,2021/01/02,官網,2021
of267b10dcf22,cf89c810dcbb5,2021/01/02,官網,2021
o3a8afe0e9d6b,c9208ea0e9d6b,2021/01/03,官網,2021
o3a8bd10eac2c,ce8f4ba0eac2c,2021/01/03,官網,2021
o3aaa100e1c8a,c96e4740e1c8a,2021/01/03,官網,2021
o3ac7940edeea,cf89cdb0edee9,2021/01/03,官網,2021
o3ae3920f6311,cc0950f0f6310,2021/01/03,官網,2021
o3c64f30ef779,c3c64ef0ef6f5,2021/01/03,高雄巨蛋門市,2021
o3c657c0efc49,c96e4aa0efa71,2021/01/03,台北京站門市,2021
o4b6f460edfcf,c625d35008694,2021/01/03,官網,2021
o4b9acb0f1675,cf89cd80f1674,2021/01/03,官網,2021
o4b70c50ebd0d,c83d7a70ebd0c,2021/01/03,官網,2021
o4bac090f5c45,cf5525d0f4e06,2021/01/03,官網,2021
o26ab830e2796,c9a063d0e2795,2021/01/03,官網,2021
o26b5140ecbf1,ca7c0910ecbf0,2021/01/03,官網,2021
o26bae30eada0,c93655f0ead9f,2021/01/03,官網,2021
o104eec0f2f40,ca10e080f2f3f,2021/01/03,官網,2021
o552caa0ee395,c9365720ee196,2021/01/03,台北南西門市,2021
o560fa60e921e,c9208ed0e8ba3,2021/01/03,官網,2021
o613e340e838a,c326615fb0a3b,2021/01/03,官網,2021
o673ce90ee476,cf443630ee475,2021/01/03,官網,2021
o886f480edf26,c88bb3d0edf26,2021/01/03,官網,2021
o938f160e1df1,c85a0e10e1df0,2021/01/03,官網,2021
o2884b10eb082,c8e24310eb081,2021/01/03,官網,2021
o5609bb0e799a,cf443410e7832,2021/01/03,官網,2021
o6729d70e85a8,c8e241b0e85a8,2021/01/03,官網,2021
o6731bc0e9dc9,ca7c0730e98c2,2021/01/03,官網,2021
o10252a0e3901,ca10dcf0e3900,2021/01/03,官網,2021
o5639390f4035,c9a066f0f3cce,2021/01/03,官網,2021
o6733870ebe14,cf443430ebe13,2021/01/03,官網,2021
oa6b0550f09bd,ce8f4d70f0945,2021/01/03,官網,2021
oa17fe70ef1ce,ce8f4cd0ef1ce,2021/01/03,官網,2021
oa68bb90e7040,cebc9cb0e703f,2021/01/03,官網,2021
oa72b460f426f,ca72b440f426f,2021/01/03,台北信義門市,2021
oa728c10f174d,cc094fd0f14c8,2021/01/03,台北南西門市,2021
oa728f40f1952,c4eb482693261,2021/01/03,台中勤美門市,2021
oa729f80f289f,cfcdc450f2853,2021/01/03,台中勤美門市,2021
oa1653b0e9569,ca10dcc0e9568,2021/01/03,官網,2021
oa1726f0f5c0e,c85e8830f5a81,2021/01/03,官網,2021
oa6869b0ec98a,ccfd8070ec989,2021/01/03,官網,2021
oac47aa0e2369,ce1a968cd9ab5,2021/01/03,官網,2021
oac62430e3205,c85a0e70e3204,2021/01/03,官網,2021
oac70160ea8d9,c83d7a40ea4a0,2021/01/03,官網,2021
oac81100efa6e,c85a11f0efa6d,2021/01/03,官網,2021
ob435c60f4f23,cf443880f4b0f,2021/01/03,官網,2021
ob436690f3b53,c67b7ace8fb58,2021/01/03,官網,2021
od60d570f1bc4,cd820dc0f1af9,2021/01/03,台北統一門市,2021
od60e8b0f32f8,ca72a480f3277,2021/01/03,台中勤美門市,2021
od60fcc0f4291,c92092a0f3be1,2021/01/03,台北信義門市,2021
od60fe70f42d9,cc095080f3eb9,2021/01/03,台北信義門市,2021
od81cc10ed46e,c552bf20ed3ce,2021/01/03,台北京站門市,2021
od81fd90f0693,ccecdf50f0551,2021/01/03,台北京站門市,2021
od6088a0ecd64,cfcd7500eca5c,2021/01/03,台中勤美門市,2021
od8229c0f3941,c9a06860f3766,2021/01/03,新竹巨城門市,2021
oe6a0cf0f2c69,ca7c0540f2b47,2021/01/03,官網,2021
of9c1330f587e,c85a12f0f587e,2021/01/03,官網,2021
of26d360e15e1,cf4432f0e15e0,2021/01/03,官網,2021
o2a5df4101565,c6d65ccf6721e,2021/01/04,官網,2021
o2a9dd910aa64,cab26d910a9f9,2021/01/04,官網,2021
o2a9617109e70,c967fff109d1e,2021/01/04,官網,2021
o3abd5010005a,ca10e08100059,2021/01/04,官網,2021
o3c6abb103253,cf3a16a102d82,2021/01/04,新竹巨城門市,2021
o3c6bfe103d7e,cd8278e103d1f,2021/01/04,台北京站門市,2021
o3c6cde104889,c83d81f104407,2021/01/04,台北南西門市,2021
o3c6e0210595d,c951865fd6692,2021/01/04,新竹巨城門市,2021
o3c6fbc107106,c85a18a1063ad,2021/01/04,台北京站門市,2021
o4b608c0f82aa,c83d7df0f7fda,2021/01/04,官網,2021
o4b4513107cd5,ce8f541107cd4,2021/01/04,官網,2021
o4ba63e1023cb,c9a06c1102285,2021/01/04,官網,2021
o4bc5df0f855f,ce8f5040f8364,2021/01/04,官網,2021
o28b371101ae1,cd10ba5101ae0,2021/01/04,官網,2021
o28bc7c10616b,c967fd8105915,2021/01/04,官網,2021
o55f707100643,cd10b891000ff,2021/01/04,官網,2021
o88c568108b2c,c96e52c108b2b,2021/01/04,官網,2021
o88d58b0fe8e8,c83d7f70fe8e7,2021/01/04,官網,2021
o88f7061034ce,c967fe21034cd,2021/01/04,官網,2021
o93f10e109906,cf443e6109905,2021/01/04,官網,2021
o553a01105f01,cebca74105e26,2021/01/04,台北京站門市,2021
o553a39106166,ccfd8b2105f1c,2021/01/04,台北統一門市,2021
o553bcb107654,ca10da8107539,2021/01/04,台北京站門市,2021
o671ef81008a2,c85e87410061a,2021/01/04,官網,2021
o2913fc1064a8,cfeead81064a7,2021/01/04,官網,2021
o10164c109a77,ccfd871109a76,2021/01/04,官網,2021
o55354b101f4e,ca10e44101bfa,2021/01/04,台北京站門市,2021
o55355f101fe8,ca7c094101dd2,2021/01/04,台中勤美門市,2021
o55389b10463b,ca10d92103ad0,2021/01/04,台北統一門市,2021
o61749f0fe322,ca10e260fe279,2021/01/04,官網,2021
o5612510ff95b,c1477c00615f8,2021/01/04,官網,2021
o56146310283e,c920973102769,2021/01/04,官網,2021
oa1be151075d8,ccfd8621073d6,2021/01/04,官網,2021
oa1cc5b10acb4,c9475380a9232,2021/01/04,官網,2021
oa72e7c1031e8,c85a16e102ffe,2021/01/04,台北京站門市,2021
oa72f39103cbd,cc09548103a69,2021/01/04,台北京站門市,2021
oa732ae106d50,ccece4c105f2e,2021/01/04,台北南西門市,2021
oa1981f107ad0,ca10da71071f4,2021/01/04,官網,2021
oa7329f106cd2,c967fe11068fe,2021/01/04,高雄巨蛋門市,2021
oa735401090de,ca734be10869e,2021/01/04,高雄巨蛋門市,2021
od82c0510748a,ccfd8ee1070f6,2021/01/04,台北京站門市,2021
od82db1108e32,ca10db6108cbd,2021/01/04,台北京站門市,2021
od618e61080c3,cf552a3107edb,2021/01/04,台北信義門市,2021
od8286c10462c,c9365c7100a63,2021/01/04,台北南西門市,2021
od8297f10504f,c85e8ab104a6c,2021/01/04,台北京站門市,2021
ofce69c1077de,c9365ef10750f,2021/01/04,台北京站門市,2021
ofce86410927a,ccfd8dd108bb8,2021/01/04,台北信義門市,2021
o3a9e28118eb2,cfeeb1e118eb1,2021/01/05,官網,2021
o3b4ef611c429,cab27d111c1d0,2021/01/05,官網,2021
o3c7aa811bf6d,ccecebd11be55,2021/01/05,新竹巨城門市,2021
o3c741c116f7c,cebca76108fd3,2021/01/05,台北京站門市,2021
o3c7707119bc3,cf552ee11817e,2021/01/05,高雄巨蛋門市,2021
o4be4a8115c56,c9209ae115a6c,2021/01/05,官網,2021
o4c399111ddda,cd82308695703,2021/01/05,官網,2021
o10af34116bc6,c93664b1169bf,2021/01/05,官網,2021
o26b45e11a680,cc094950dcbc4,2021/01/05,官網,2021
o88d836119e25,ce8f592119e24,2021/01/05,官網,2021
o88df52119060,cb1aea911905f,2021/01/05,官網,2021
o553f1311506a,cd61950108efe,2021/01/05,台中勤美門市,2021
o553f20115238,cf552aa10911b,2021/01/05,台北信義門市,2021
o569feb119959,c96e56d11975d,2021/01/05,官網,2021
o619f67114b87,cf89d8d114b86,2021/01/05,官網,2021
o5542b61198b7,c53f601cd34a3,2021/01/05,台中勤美門市,2021
o5542fa119b36,cd61d09118643,2021/01/05,高雄巨蛋門市,2021
o5548af11e190,c93667e11dd37,2021/01/05,台北統一門市,2021
o7847dc11f815,cb1ae9d11f6ee,2021/01/05,官網,2021
o10883b11a4b5,c951862fd5daf,2021/01/05,官網,2021
o55409b117f72,cab26da117e0e,2021/01/05,台北信義門市,2021
o55463c11c176,c55463a11c176,2021/01/05,台中勤美門市,2021
o55474d11d04a,c96e57011cefe,2021/01/05,台北京站門市,2021
o02916611addf,cab27af11ac70,2021/01/05,官網,2021
o55477811d267,cfcf2d511cf94,2021/01/05,台中勤美門市,2021
o61799211ac7f,c0c2dcdf59435,2021/01/05,官網,2021
o5542311192f9,c9209ea117801,2021/01/05,台北南西門市,2021
oa1baf311f800,cd10c1311f648,2021/01/05,官網,2021
oa1f34b11ba9b,c9a072311ba9a,2021/01/05,官網,2021
oa73d0d11b7cd,ca7c06e11b5dd,2021/01/05,台北統一門市,2021
oa7387f117a74,ccecec71177b4,2021/01/05,台北京站門市,2021
oa1844710c828,ccece6e10c828,2021/01/05,官網,2021
oa7403411e86f,cb1aebd11e655,2021/01/05,台北南西門市,2021
oa7372011567c,c647b63cb9d1c,2021/01/05,高雄巨蛋門市,2021
oacf4e811b7e1,c96e49611b7e0,2021/01/05,官網,2021
obd38cb11c4f6,cebcace11c371,2021/01/05,官網,2021
oc2c97811f41a,cf04cd6e67d93,2021/01/05,官網,2021
od61bf9116662,cc095a91162ec,2021/01/05,新竹巨城門市,2021
od61e5c11989c,c96803211969a,2021/01/05,新竹巨城門市,2021
od61ed6119d5d,c85e8b6119b5f,2021/01/05,台北京站門市,2021
od61f6011a2ff,ca73b4511a21f,2021/01/05,台北信義門市,2021
od837d611c0ae,c967fdc11bf71,2021/01/05,新竹巨城門市,2021
od839df11dff7,cf1fe8a692ae8,2021/01/05,台北京站門市,2021
od8359b11a230,cd61f2b11a1b9,2021/01/05,台中勤美門市,2021
od6238411e65a,ce8f5b211e452,2021/01/05,高雄巨蛋門市,2021
od8368811abd3,ccfd8fc11aa5f,2021/01/05,新竹巨城門市,2021
od833531189d3,c8e2400118727,2021/01/05,台北信義門市,2021
oe6c1701181fc,c85a1c7117fd0,2021/01/05,官網,2021
oe47c0c11cce6,cfeeb3d11cadd,2021/01/05,官網,2021
oe70c3211c881,c85a1d311c45b,2021/01/05,官網,2021
of9f16011ae7c,cfeea390e9d39,2021/01/05,官網,2021
ofa07f41202c9,cebcb0a11f875,2021/01/05,官網,2021
ofceb2c116662,c8e25151161f7,2021/01/05,新竹巨城門市,2021
ofceb76116df2,cceceae116b3b,2021/01/05,台北京站門市,2021
ofcecdf118650,cd832b81185c3,2021/01/05,台中勤美門市,2021
ofcf1ea11c3b7,c85e92011c282,2021/01/05,台北京站門市,2021
ofcf05c11ad39,ccfd8a8119cd3,2021/01/05,台北南西門市,2021
ofcf08d11b0ec,cf2cd0e693b33,2021/01/05,台北統一門市,2021
ofcf33011d6aa,cab26e611d404,2021/01/05,台北京站門市,2021
o0dcac112c17e,c90d97612bffd,2021/01/06,台北信義門市,2021
o0dcc5812e12a,cc0961412c4a0,2021/01/06,台北南西門市,2021
o3a337e134254,c8e24af134177,2021/01/06,官網,2021
o4b10c712bf57,cf3a0fe12bed7,2021/01/06,官網,2021
o4c2815127c08,c9f36d5f58bc4,2021/01/06,官網,2021
o6f65d2128baa,ccecf04128baa,2021/01/06,官網,2021
o7e12a712948a,cc095e912948a,2021/01/06,官網,2021
o02adae123ca4,ccecee2123904,2021/01/06,官網,2021
o10d8f412a836,ccfd95012a0a5,2021/01/06,官網,2021
o60cfd512cfe8,cc095e012ce76,2021/01/06,官網,2021
o82e3f9131c83,cec0114f818bd,2021/01/06,官網,2021
o82e49412c816,ccecf1312c816,2021/01/06,官網,2021
o82f3d2131472,c96e49611b7e0,2021/01/06,官網,2021
o84d45f12d713,ce800a80896d4,2021/01/06,官網,2021
o86f2d312da55,c5548c811e75b,2021/01/06,台北京站門市,2021
o86f6de131a47,c90ddf3131a19,2021/01/06,台中勤美門市,2021
o86f8af1337cc,cebcb45132b0e,2021/01/06,台北京站門市,2021
o90d8f212b148,c55488b11df02,2021/01/06,台中勤美門市,2021
o90dabe12e077,c96e51d107a55,2021/01/06,台北南西門市,2021
o90dcd31309f4,cf3a0d41308e0,2021/01/06,新竹巨城門市,2021
o90dd5e1314a8,c9366d5130c5f,2021/01/06,台北南西門市,2021
o90de991325bd,ce8f6521321d4,2021/01/06,台北信義門市,2021
o810bc5130910,ccfd9901304cc,2021/01/06,官網,2021
o810e3d130cba,ca10d9c130cb9,2021/01/06,官網,2021
o0698e613270f,c3c0d2ece18db,2021/01/06,台北統一門市,2021
o7478f4130b7c,ca10d98130aa5,2021/01/06,官網,2021
o27190b127da4,cb1adae0e6340,2021/01/06,官網,2021
o81116b132dee,cf444ab132a28,2021/01/06,官網,2021
o886504129627,ce8f6001292e0,2021/01/06,官網,2021
oa21e251237c5,c8e251f123618,2021/01/06,官網,2021
oacd494125abb,ccecee112594f,2021/01/06,官網,2021
oad0279126d69,cebcafa126bc7,2021/01/06,官網,2021
obbfa30130847,c83d8e712fa08,2021/01/06,台北京站門市,2021
obd4ded120bd8,cfeeb4b1209a2,2021/01/06,官網,2021
obd4f491214a9,ccecde6121264,2021/01/06,官網,2021
oc2505f130c30,cf44479130a78,2021/01/06,官網,2021
oc2529b1324f2,cebcb431324f1,2021/01/06,官網,2021
odb21d81320aa,c9a07bc131edf,2021/01/06,官網,2021
odb36cb1328be,c85e8c81328bd,2021/01/06,官網,2021
odbc7a8135817,c96e60a135684,2021/01/06,官網,2021
odde6a712b55e,c83d8da12b461,2021/01/06,官網,2021
oe14c531326bf,ca7c086131f07,2021/01/06,台北統一門市,2021
oe57ba31343ee,c96818e1343ee,2021/01/06,官網,2021
oe147bd12c79c,c85e88b12c45e,2021/01/06,新竹巨城門市,2021
oe1491812e7b4,cfeeba512e5f4,2021/01/06,新竹巨城門市,2021
oe1498312ef25,cf5534312eddf,2021/01/06,台北京站門市,2021
of9a26912ad15,c9a076011b948,2021/01/06,官網,2021
ofc316a12af85,c96e4d512ae83,2021/01/06,官網,2021
o0dda14146f76,cade4f8ce2fee,2021/01/07,台中勤美門市,2021
o2bd52d1456ee,c879d781456ee,2021/01/07,官網,2021
o2c18cb145635,c9680c2131678,2021/01/07,官網,2021
o2c0911140d22,cce5aec140c4d,2021/01/07,官網,2021
o3a46b213e0ea,cda849205851c,2021/01/07,官網,2021
o3da7671462a6,c65a34f145d59,2021/01/07,官網,2021
o82e5d8142806,cebcba513b625,2021/01/07,官網,2021
o82ec2f147840,c04ba4b1476f7,2021/01/07,官網,2021
o90e82a146616,cbc047014651a,2021/01/07,台中勤美門市,2021
o90e766145d7a,c5da7ce143fc2,2021/01/07,高雄巨蛋門市,2021
o069caa142210,c86fb4a142140,2021/01/07,台中勤美門市,2021
o447eec146f79,c809b10146dc0,2021/01/07,官網,2021
o850f5d1425b9,cb836f8142492,2021/01/07,官網,2021
o5112a3144649,c73b865144648,2021/01/07,官網,2021
o5470a81496b8,c809b241496b8,2021/01/07,官網,2021
o8505c9140323,c8e250313fe0b,2021/01/07,官網,2021
o8701e0148959,c8701de148958,2021/01/07,台北信義門市,2021
o81423c1426ce,cb836f6142229,2021/01/07,官網,2021
o94950b14a150,c65a362149f13,2021/01/07,官網,2021
oa21b7c148ea7,cb83729148ea6,2021/01/07,官網,2021
ob9afa01469a4,c02a935146929,2021/01/07,官網,2021
ob9b1c113dbbf,c9a080313dbbf,2021/01/07,官網,2021
ob9bc4713e80f,c196f11095d4a,2021/01/07,官網,2021
obbff921421d7,c879d68141cd7,2021/01/07,台北統一門市,2021
obc022814496e,c53edeecd3235,2021/01/07,台北南西門市,2021
oc64a161497c8,c5da7ef1490ad,2021/01/07,官網,2021
occ7775146cf0,c9efc0204c502,2021/01/07,官網,2021
occd53b1474db,c4e6f7d14746c,2021/01/07,官網,2021
od1bd83148d09,c540a35f37342,2021/01/07,官網,2021
od08c46137b09,c96e54b137a57,2021/01/07,官網,2021
odbd94313eaac,ca10dec114e3e,2021/01/07,官網,2021
oe3d9ec148f67,c02a93d148f66,2021/01/07,官網,2021
oe5a0dd142743,c3011f9142743,2021/01/07,官網,2021
oe55d7013f0ae,c9366fb13f04c,2021/01/07,官網,2021
oe156f7148959,c90e9fe148958,2021/01/07,台北信義門市,2021
oe1570514895a,c809afd143cd6,2021/01/07,台北信義門市,2021
of65c98135ce6,c85a2a5135ce5,2021/01/07,官網,2021
ofc6cb11401ac,cfeebeb140095,2021/01/07,官網,2021
o0de1f615c465,c87096615c38a,2021/01/08,台北統一門市,2021
o0faf211564fe,c9b9475156292,2021/01/08,官網,2021
o0fcec915dbbe,c20238415dbbd,2021/01/08,官網,2021
o1e78a31543f2,cefc7e41543f2,2021/01/08,官網,2021
o2d5f1114f507,c879dbc14f506,2021/01/08,官網,2021
o3d716115c009,c1b9f7c15c008,2021/01/08,官網,2021
o57a77314ba17,c879da514b1ce,2021/01/08,官網,2021
o90eba31568e0,cab26b10dbf4a,2021/01/08,新竹巨城門市,2021
o95c0fd15a13e,cd40fbc159ff1,2021/01/08,官網,2021
o95c45815b8af,c13884715b814,2021/01/08,官網,2021
o155d7914b095,c4e6f9a14b094,2021/01/08,官網,2021
o190a70154f82,c879dc3153b31,2021/01/08,官網,2021
o190c401554f6,cc4ba761554f5,2021/01/08,官網,2021
o428ead15b707,c2b98b7159302,2021/01/08,官網,2021
o448e8214bb81,c02a95414b9ff,2021/01/08,官網,2021
o855c1d151045,c30124d1509f2,2021/01/08,官網,2021
o948fd714b45c,c70b8be14b351,2021/01/08,官網,2021
o1915ac1571f4,c6235b91571f3,2021/01/08,官網,2021
o4826a714b8d7,cd1120714b8d7,2021/01/08,官網,2021
o8705a1158656,cbc0a36158559,2021/01/08,台中勤美門市,2021
o42827a157f62,c54b098157d27,2021/01/08,官網,2021
o66576d155a12,cd40f9d1558b5,2021/01/08,官網,2021
o4282691584b6,c2ab624002a69,2021/01/08,官網,2021
obc0ce215a1e7,c863cbe159d96,2021/01/08,新竹巨城門市,2021
obc0d1b15a778,cc7965015a0e0,2021/01/08,台北京站門市,2021
obc0e4e15b850,cd67adb68f2e4,2021/01/08,台北京站門市,2021
obc0ebe15ba61,ce15d8e15ba48,2021/01/08,台北京站門市,2021
obc0fec15ce2c,c8709b715c9aa,2021/01/08,台中勤美門市,2021
oc65bc8153b81,c551018f5c979,2021/01/08,官網,2021
occ45d615f9d3,c5b564815f948,2021/01/08,官網,2021
oe15aee158f23,c87063d158c9e,2021/01/08,台北信義門市,2021
oe15c8215adab,c153c1215ac13,2021/01/08,新竹巨城門市,2021
oe15d2815b7e9,cc7965815b51e,2021/01/08,台北京站門市,2021
oe2864615cc1e,cf5534a133cbf,2021/01/08,官網,2021
of2ac9b154d6e,cce5aef15494d,2021/01/08,官網,2021
of2b8c9157ad3,cc4ba8e157a1a,2021/01/08,官網,2021
ofa4dc715d19c,c79093c15d0b0,2021/01/08,官網,2021
ofa4f3d15c5d2,c54b0b215c5d1,2021/01/08,官網,2021
ofe809315d0d3,c9fcf7215d0d2,2021/01/08,官網,2021
o0de62616ba56,c153c8616b966,2021/01/09,新竹巨城門市,2021
o0de84616e1d2,ce1651016e1b5,2021/01/09,台北信義門市,2021
o0dea2316f93c,cbc173616f5d1,2021/01/09,台北信義門市,2021
o0deaf716ffe2,c9fcfd816eae1,2021/01/09,台北南西門市,2021
o0ff4cb16d9ac,c486bec16cd46,2021/01/09,官網,2021
o7c6dcf1733c7,c1388d6172fa1,2021/01/09,官網,2021
o7c682916053a,c863cf116053a,2021/01/09,官網,2021
o06b16716e9b3,c7bd3dc16e8ca,2021/01/09,新竹巨城門市,2021
o06b594171a04,c32f704dd698d,2021/01/09,台北京站門市,2021
o06b3771700a1,c06b36216ff65,2021/01/09,高雄巨蛋門市,2021
o12c73516ae74,c04df02004053,2021/01/09,官網,2021
